author,date,rating,restaurant,review
['Susan L.'],"['1/10/2020', '10/11/2019', '2/22/2018']","['5 star rating', '5 star rating', '5 star rating']",['La Fritanguera'],"['Another great visit to La Fritanguera for dinner... \xa0and I was excited to learn they now open from 11:30am - 8:30pm straight.', ""They are offering a 3-course lunch for two with drinks for only $29.99. I'm not sure when it will end, but it's definitely worth to take advantage of. I understand dinner will offer similar but a higher price, so ask your server."", 'Jennifer, the owner, is a down-to-earth lady. She very friendly. \xa0Her passion for cooking really shows in her food.', 'Another delishes dinner from La Fritanguera. \xa0We always order the El Nica, the Ultimate Nicaraguan Sampler with extra, extra chimichuri sauce. And, I love their amazing Pitaya drink, Dragon Fruit Lemonade.', 'The food is full of flavor and well marinated. You can taste the ""love"" in their cooking. This is small restaurant with only a few tables. \xa0They have daily specials posted on the wall. \xa0One of my favorites is the fried Tilapia which is served Saturdays and Sundays.', 'Today I received their new ""to go"" menu. \xa0I was excited to see that they now cater for your business lunches or events.', ""My daughter and I discovered this restaurant in Concord. \xa0We never had Nicaraguan food and were blown away with the flavors and freshness. The food is amazing and the portions are big enough to share. \xa0It's a small restaurant, but don't let that fool you of the quality. \xa0There's ample parking in the back... just drive through the alley next to the restaurant. \xa0Service is excellent too. \xa0It's one of our favorite restaurants to visit. \xa0Please give it a try and bring your friends. \xa0P.S. Don't expect any burritos or tacos... this is Nicaraguan food... red beans and rice, steak, chicken, shrimp, etc. NOM NOM. I hope they will expand their menu with specials. PSS... Must try their Dragon Fruit Lemonade and cacao... our favorite drinks.""]"
['Danny C.'],['7/30/2020'],['5 star rating'],['La Fritanguera'],"[""My mom immigrated from Nicaragua, and I've been eating Nicoyan food my whole life. The food here is authentic and delicious. I can't wait to come back!""]"
['Eli R.'],['9/5/2020'],['1 star rating'],['La Fritanguera'],"[""Food is not that great. Drinks are terrible. Do not come here. They'll get your order wrong and not even try to rectify. No worth the time or money.""]"
['Kimberly S.'],['1/4/2020'],['2 star rating'],['La Fritanguera'],"[""I ordered steak it tasted good but portion was smaller than pork. Chimichurri sauce was amazing, should come with meal instead of costing extra. Salad was vinegary. Beans & rice had no flavor. Cheese cubes were ok but tasted like they weren't freshly fried. Two other tables got their food before us but they walked in door well after us. Boyfriend only got beans & no rice even though menu said beans & rice."", ""The waitress never said the sauces cost extra & I ordered all of them. They weren't on menu either. This has never happened anywhere else, not cool."", 'I just wish the food tasted better, came with chimmchurri sauce etc etc...so disappointed.', 'The server has been coached on the sauces, \xa0and have been added to the menu. Unfortunately the sauces have pricey ingredients and due to past waste they \xa0are no longer provided with the meal. ', 'Note: The options for side are rice and beans or gallo pinto or rice only or beans only. The cheese is fried to order. ', ""I hope you give us a second chance and if youre not content with your meal let me know- I'm always in the kitchen and I will make it right. "", 'Thank you, I appreciate your time and feedback ', 'Jenniffer Jimenez owner']"
['Melissa B.'],['2/8/2020'],['5 star rating'],['La Fritanguera'],"[""Love the food. The portions are perfect. The fried \xa0cheese (quest frito) my fave right next to the marduros and of course gallo pint. Love it all. Can't wait to go back. "", 'The dragon fruit mimosa is also delicious.']"
['Bre N.'],['2/15/2020'],['5 star rating'],['La Fritanguera'],['Food is so authentic! Place is clean! I love this place!! Service is on point! The brunch was delicious with the dragon fruit mimosa. La Fritanguera does not disappoint.. oh and the portions are more than enough!! Just try this place already']
['Jonathan L.'],['12/16/2019'],['3 star rating'],['La Fritanguera'],"['2.5 rounded up', ""I had the lunch special with braised pork, white rice and beans, salad, and plantain chips ($9). \xa0It took about 30 minutes for the food to arrive, which I found odd since the place is tiny, there are only 5-6 tables, and nobody else was receiving food. \xa0Everything was just ok- the white rice and beans was missing the rice. \xa0Literally not a single grain of rice...not sure what happened there. \xa0The beans were...beans, not much seasoning. \xa0The salad had a strong vinegar taste. \xa0The plantain chips had a strange texture, like they weren't crispy yet they were hard. \xa0The pork was decent, not super tender but had decent flavor. \xa0There were about 5 decent sized pieces of pork. \xa0You get quite a bit of food for the price, though most of it was beans. \xa0 "", ""Also had a side of the fried cheese cubes...wasn't a fan. \xa0They had a plastic-y texture on the outside which made them squeak against my teeth when I chewed them. \xa0"", 'Free dragonfruit lemonade with Yelp Checkin was really delicious. \xa0Also had the chocolate Cacao drink, which I thought was just ok. \xa0It was like a chalky chocolate milk, tasted a little watered down? \xa0Like it tasted like if I add a tiny teaspoon of chocolate power to a half glass of milk and water. \xa0', 'Girlfriend had the steak lunch special. \xa0The steak is quite small, but as expected for the cheap price. \xa0Steak tasted decent. \xa0', ""They asked if we wanted some sauce. \xa0She listed off a couple, and so we said sure. \xa0She brought out 5 sauces. \xa0Little did we know, that they charge 50cents each sauce, so our bill was $2-3 higher, which wasn't told to us, which we felt was deceptive. \xa0The only sauce I enjoyed was the chimichurri. \xa0"", ""Overall a very mixed experience, don't think I'll go back. \xa0Its a cute place and I want local businesses to succeed, but just wasn't impressed enough with the food.""]"
['Orlenda C.'],['10/24/2019'],['5 star rating'],['La Fritanguera'],"['I ordered El Nica which is the Nicaraguan sampler for 2 people at $37.99. It was abundant and never felt like ""wow they did not put a lot of this"". I never had tacos on a sampler before but they were very tasty, in between soft and crispy dough. I did wish they had a ""chilero"" on the table to eat it throughout the meal. We asked for it but the amount was small. I ordered a cacao and it was amazing and not sweet at all! According to my fiancé, not many places have fresco de pitaya but this place did and he loved it so much he had one to go. The lady helping us was extremely nice and patient. I\'d say call ahead if you come in with a big party because the restaurant is small. I definitely would drive from San Francisco to concord to eat here.']"
['Sasha C.'],['7/24/2020'],['5 star rating'],['La Fritanguera'],['This is my go to spot when I am in Concord! \xa0Yummy. \xa0Nicoya food. \xa0This place never disappoints. \xa0 \xa0My tummy is happy.']
"['Kimberly N.', ""Elite '2020""]",['10/5/2018'],['4 star rating'],['La Fritanguera'],"[""This place is really good! I came during lunch time with my coworkers and it wasn't as busy but it got pretty busy after we got our food."", 'I ordered their Carne a La Plancha and it was very flavorful. My friends ordered the chicken and shrimp dish and they all said it was great. ', 'The lunch menu price is very good. My steak dish was $9.99 and it came with a cabbage salad, a choice of red beans and rice (Gallo pinto) or black beans and rice AND plantain chips/ plantains or tostones (choose one.) During dinner time, this dish is $16.99 so the lunch menu is very affordable. I also order this passion fruit drink but it was meh. A bit too sour for my taste. ', 'The only reason I took one start is because the beans and rice were a bit plain. I think they could have more flavor. I will be back though and keep trying other dishes.']"
